Symbol	GSM753773	GSM753777	GSM753778	GSM753779	GSM753775	GSM753770	GSM712085	GSM712090	GSM712093	GSM712100	GSM712101	GSM712104	GSM712110	GSM712113	GSM712115	GSM712118	GSM712123	GSM712128	GSM712136	GSM712138	GSM712139	GSM712151	GSM712152	GSM712157	GSM712163	GSM712091	GSM712096	GSM712097	GSM712102	GSM712103	GSM712106	GSM712107	GSM712108	GSM712111	GSM712117	GSM712119	GSM712121	GSM712124	GSM712125	GSM712129	GSM712133	GSM712135	GSM712145	GSM712147	GSM712148	GSM712149	GSM712150	GSM712153	GSM712155	GSM712156	GSM712158	GSM712159	GSM712398	GSM712399	GSM712401	GSM712402	GSM712403	GSM712406	GSM712408	GSM712410	GSM712411	GSM712412	GSM712413	GSM712415	GSM712416	GSM712418	GSM712421	GSM712422	GSM712423	GSM712426	GSM712428	GSM712429	GSM712434	GSM712440	GSM712441	GSM712445	GSM712446	GSM712447	GSM712448	GSM712449	GSM712450	GSM712451	GSM712452	GSM712454	GSM712457	GSM712461	GSM712462	GSM712463	GSM712464	GSM712465	GSM712466	GSM712467	GSM712469	GSM712470	GSM712471	GSM712472
LAPTM4B	7.31755	6.43095	7.23703	5.65737	6.37542	6.85638	8.72594	8.05432	7.69243	8.76299	9.87481	8.48772	9.78308	8.50015	8.13679	8.39007	9.62791	8.32553	8.81006	8.61043	8.27504	8.76596	8.11379	7.30439	8.56732	8.4804	7.65941	9.56058	7.25165	8.67003	8.56143	9.09272	7.6799	9.39178	8.19794	8.52685	8.19274	6.49944	7.05445	8.15699	8.76236	7.09839	7.64705	8.72	9.48412	8.68896	7.82685	9.65667	7.31754	8.57874	8.30716	8.87006	7.83030255322366	7.74263030941537	4.89674396783926	8.03080967348119	9.16143440180098	7.13979629973766	8.118185512698	7.27774087943651	8.54036092386902	6.65736606947019	8.72000327806206	8.35489633662907	8.51124975863444	9.35229778695716	8.52712857603512	8.76700457756807	5.93212754938977	8.7334473434613	8.76044133304246	7.86949147456854	7.85250113994981	7.44893570277238	7.62848278406101	9.1962619412998	5.82790957784997	7.43661374046945	8.28757015085019	8.74985545477534	7.11328926055679	8.66273367663694	8.68845736082604	7.90348272968426	7.54565887249906	6.60376976780376	7.51572200875964	8.82660307221196	7.70293326591367	7.41412933503009	8.60906327382263	5.2049094700734	9.55364119159779	8.77356782209369	8.94421217975967	5.96511314607012
LARP1	7.28497	7.92432	8.61351	7.56703	7.38354	7.35242	9.32472	9.14735	8.48612	9.61481	9.24963	8.11743	9.11989	8.00214	9.34543	9.34599	8.45703	8.99223	9.55519	9.95277	9.31986	9.34942	9.25179	9.03238	9.07802	9.00067	8.66651	9.22864	8.84524	8.49929	8.63779	8.93095	8.74781	8.43508	9.16257	8.20284	9.34005	8.83364	8.54065	9.38168	8.91663	7.09747	8.58894	9.00415	9.15518	8.96192	8.42987	9.17891	8.70816	9.40961	8.69645	8.12232	9.19549723253621	8.78134687002685	8.51802021285647	9.51228953854531	8.39976497967913	9.44323437359508	8.99541788137256	8.61750411246284	7.92817517010654	8.66776015504332	9.39182509586553	8.78946119926848	8.94122972376574	9.36889933687803	9.04251989529234	9.6262236135135	7.64600770736826	9.12338529972098	8.49942950647752	8.74448502845483	8.77188478404473	8.50029095923947	8.84169024656183	8.29287536519983	7.19268903298873	9.19480251256689	8.27044980459024	8.54278003256298	8.65268473170912	8.97874460210893	8.46199799453065	8.4520634989694	8.90079702155142	7.55718081209123	9.57328595185145	8.95456834717665	8.69256165794798	8.44911788629949	7.70874092059769	7.65080127515655	8.34214490542387	8.91427458895619	8.44525524327008	8.33550338251719
LDLRAD3	5.99953	6.42308	6.82122	5.34415	6.05903	6.48823	7.39227	7.16297	6.59686	7.09489	6.94184	7.06732	7.19314	5.63544	6.32405	7.20976	7.63795	6.42981	7.32588	7.25436	7.51379	7.20094	7.38662	6.5173	6.87181	6.76335	7.03671	7.3925	6.73653	6.97458	7.09827	7.26935	7.13778	7.10286	6.58207	7.35056	6.86873	6.5665	5.88142	5.93735	6.62113	6.42242	6.77267	7.36064	7.57065	6.97197	6.30608	7.29347	6.22242	7.22542	7.22501	7.25925	6.40788045465994	6.05815310702956	6.86560553128798	7.61858853548939	7.56705747347346	6.55877193698335	6.65314446837412	6.85908049421453	6.70557481434567	6.17698407065556	7.21920189128563	6.46435757843186	6.59841362856256	7.46864862107252	7.16219147121444	7.07368519911566	5.98834357577585	7.17449911325842	6.90715035868028	5.84628808115606	5.96888348924751	7.06340617436695	7.2569090766812	6.53680222081138	6.40979404726321	6.19469787322354	6.39750731879959	6.67837670308281	6.90888618585046	6.94130223541405	7.29872578061823	6.38020133104871	5.93647789647411	5.88537556285564	7.11315958205197	7.35918694144941	6.95507382808348	6.41143576332175	6.97714811215726	5.44393170854067	6.20531151525807	7.41582091707406	7.41834100350787	7.33200974376691
LEMD1	2.46476	2.87902	3.05614	2.66158	2.52396	2.60023	4.58619	3.23495	3.30299	4.52181	3.98153	3.41895	5.39399	4.13323	3.56908	3.22518	3.43023	3.9876	4.37182	4.07023	3.90081	3.37604	3.83127	3.09911	3.76226	3.78869	3.90418	3.51244	3.34248	5.41903	3.6558	3.26389	3.0365	3.47235	3.58089	3.50873	3.24461	3.54236	3.12632	3.91605	3.61552	4.6974	3.81226	3.76169	3.58868	3.1264	3.42643	3.36487	3.2344	3.01705	3.35718	3.87906	4.46692109919986	3.35498924912341	2.95895660091253	3.04858095768113	3.37048359849549	2.96478181888506	3.32117011531423	3.40418403664065	3.24492184683679	3.54700231176029	3.46947578228574	3.13035313975321	3.92949452383753	3.76711885546215	3.1955079288629	3.02515225969129	4.11031367231404	3.46382404259139	3.03856486972522	3.35107229221085	3.25084749960195	3.19784532040047	3.18017792733331	3.45356143287176	3.75933059381549	2.8328561535479	3.28886663383019	3.23077880194737	3.39771968816956	6.77055741600793	3.08268313499681	3.20097705984338	3.7613210287967	3.25146836922912	3.71287493700634	4.31718195382444	3.14506227165564	3.76944711656402	3.04449052249038	3.59860753430065	5.09720420556632	3.87892104053056	3.6858671082246	4.0687062768582
LIN7A	2.634	3.11503	2.45909	2.71419	2.49617	2.9864	6.3068	4.19013	3.43879	4.51477	4.31278	6.72191	3.92292	3.09621	3.16075	4.37848	3.53595	3.39787	5.98768	5.20071	3.60955	4.5281	4.82218	3.36856	4.14533	3.35274	4.03652	4.20301	4.13213	3.99354	4.32415	4.13599	3.68338	3.79774	3.74801	4.12051	3.42425	3.56476	4.43655	4.97648	2.90152	4.26814	3.55473	3.86504	3.35993	3.7183	4.13175	5.59407	3.36574	3.73558	5.61722	3.53937	4.74764561627677	3.65175501159317	3.61627750493813	3.16320942538068	3.50471838016013	4.42123620596901	3.44858264135474	3.2705761785691	3.36109169999215	3.31200942202272	3.27699903197933	3.5445867829647	3.33655639996508	3.95866230336442	3.91364393991637	3.98107222280847	3.82095632624914	4.43417533611179	3.78759252226183	3.65633275438737	3.95322039483867	3.89445712509273	2.96073773005973	4.40780660338399	3.35239165310011	3.74963929756504	3.38761224561874	4.03966032382504	3.99733955880928	3.63067637449233	3.32115322969582	2.86435989516044	3.57853448271658	3.1384172112172	3.04675725409561	4.37930081215787	3.54411966635305	3.76802033623358	4.4204304298139	3.13422483962762	8.44188405119497	3.9253218552077	6.30301547601275	3.55628805408661
LIPG	5.42595	5.40484	5.67644	5.73805	5.34207	5.93646	6.47187	6.89356	6.93684	7.37675	6.03238	6.30778	5.89698	6.05563	6.92301	6.65497	6.49233	6.46604	6.15718	6.50228	7.43171	5.98203	6.95445	5.69869	5.70416	7.54922	6.55202	7.0985	6.8336	7.72614	6.48121	7.43936	6.53713	6.55159	6.99371	6.50312	7.97531	6.83788	6.15622	6.49055	7.16394	7.05674	5.94334	6.02441	6.9671	6.87226	6.62069	6.86197	7.04706	6.42352	9.26061	6.42564	6.53207299730119	6.83237322881601	7.60559262623599	6.03406620767165	6.41817878314294	6.72655234106083	6.7529520125886	7.83089451234448	6.13207829479055	7.45812480175405	7.60739140145031	7.10974436686362	10.1762328660465	6.13668104313307	6.61442515902488	7.43539674786963	6.21265284336126	7.26584631237428	6.40678301310871	5.43964506655473	7.65564090131668	6.09963685474882	6.44036720446307	6.02268101866809	6.3849331847701	6.04763108899373	6.2646797711777	6.17992571549137	6.56999541123126	5.39101464958415	6.45349826352758	6.30617857347505	6.95124052739032	5.62133194423137	6.50032990528384	5.9291552885543	5.75594381644629	6.64516305312834	6.94604524133014	6.84180092714516	7.11271763648258	6.60952614182353	5.87246212621131	6.27967309164056
LNX1	4.93031	4.73684	5.34522	4.66967	4.78384	4.68112	5.73228	5.91487	6.55386	6.6244	6.74778	4.97695	6.07973	5.93692	5.41861	5.77869	5.73525	5.10649	5.06783	6.36174	5.68417	5.8762	5.22115	6.22397	5.57675	5.90638	5.20783	6.0854	5.91929	6.04441	6.30676	5.64812	5.65718	5.87708	5.1717	5.28209	5.25802	5.53464	5.25247	6.04259	6.03426	5.06536	5.06758	5.36931	5.38707	5.73924	5.87235	5.27938	6.29724	5.0811	6.09116	5.3548	6.44418139073744	5.0252707123974	5.28738923865144	6.37334733336974	4.99744802363461	4.54082149827696	5.95772559872961	6.75842449350167	5.41201073105639	5.7069869702166	5.98148868315539	5.78034782936844	5.47562668185691	5.82527287873634	6.43878406780883	5.77336196561231	5.45218873736659	5.88319423581012	5.21523604211702	5.17684166059562	6.72165581165756	5.11713667873303	5.74003976708405	5.13217672317609	5.08243960276341	5.34756799584855	5.11552955848062	5.68418072617231	5.37507483438832	4.97797678635687	5.18608492447507	6.09938442375257	5.62004455147505	5.64233986133505	5.70846403449483	5.91617271497804	5.8995534194199	6.55973612379932	6.02099783016979	6.45413996247491	5.79030640110591	5.47316490805987	5.5114292336071	4.83965296810047
LNX2	6.70548	7.0486	7.18604	5.53084	6.48162	6.8968	8.2436	8.55802	8.8452	7.76587	9.05021	7.54161	8.80923	7.13082	6.9223	8.62607	8.79037	8.07471	8.74441	8.82159	8.43576	9.06317	8.52244	8.46089	8.26587	9.12479	7.20329	8.08487	7.79733	7.58492	8.74575	8.08676	6.85926	7.09326	8.8101	7.85875	7.89189	8.85694	7.89755	8.59695	8.93318	7.65514	7.81727	7.34683	8.99314	8.74536	8.22954	9.18927	8.06686	8.60285	8.2015	7.77467	7.76359955129529	6.72268882075515	7.93249712426044	8.39722378208495	8.34491151759207	7.53299933944557	8.28116805456186	7.85830412494017	7.7468079602235	8.16742439996327	7.67757493857366	7.57608914545748	7.8597120352685	9.15369787647752	9.53396283121093	8.37706095619029	7.05062859438717	8.22230706955098	8.54626852775984	7.51541983525426	7.35747554631132	8.31601706434008	8.7108519534804	8.09850137691784	7.05533023988727	6.31678439811596	8.10080053323382	7.62576642181294	7.82327428264272	7.40437575183567	7.99983140445831	7.48112623964226	7.32482235998095	7.9870310454182	7.81600223204778	8.19150095823851	8.76413296361203	8.43809193143198	8.57281215826178	8.24443321994019	8.50775120116286	9.18598939776941	8.37846886651861	7.08191262021476
LOC554207	1.39991	1.08179	1.68604	1.2704	1.61233	1.32764	2.73212	2.61395	2.20615	1.81191	2.04561	2.09469	2.91496	2.55656	3.63654	2.18819	1.87834	2.06999	3.30158	2.28325	2.49393	1.8547	2.73798	1.92874	2.63098	2.19489	3.14599	1.8782	2.00849	2.14945	2.05703	2.45653	2.33895	2.05224	2.20071	2.79484	1.95814	1.56506	2.47374	2.10755	2.26656	2.76143	1.98343	2.2303	2.5553	2.34758	2.27158	1.9897	2.49202	2.04574	2.23991	2.52354	2.48455801180307	2.04144088002923	1.71478447201595	2.22735971479257	3.14262984237135	2.13771398161032	1.40695261041215	2.67958360278822	3.09419364992448	2.68478914215115	2.05216922639119	1.65936839157454	1.93554399348598	3.04826034660695	2.21936927062375	1.34825809773089	2.64617649577064	2.29626554509546	2.11249707986578	2.61917349474131	1.44033621612335	1.92141970835227	2.09604616540056	2.22403427993996	1.53005245322474	2.84419850331911	2.27800503003906	2.11490596376962	2.28485566084851	2.72925361381999	1.71915571500242	2.50814157275427	2.0034157663082	2.46085694431996	1.95621339244621	1.71113001887403	1.9156031350235	1.74117643907943	3.02106933512658	2.5841212962772	2.4176380418892	2.83016822341092	1.18150457831952	2.33458442514622
LPGAT1	5.57862	5.60742	5.08197	5.10497	5.56842	5.54393	7.22961	7.11256	6.76885	7.98651	7.62213	6.68591	7.14223	7.40137	6.60008	7.23675	7.41401	7.07621	7.61181	8.02486	7.37808	7.11513	7.26812	6.56216	7.83032	7.17446	6.71941	7.09454	5.79331	6.44495	7.13674	6.67446	6.35937	6.02854	6.90212	6.32704	7.03825	6.83086	5.4858	7.32037	7.04375	7.62848	7.04753	6.86936	7.45075	7.70862	6.42381	7.1429	7.37076	7.38794	7.10879	7.31566	6.95590027849436	6.18627173352466	6.80888011731792	6.94296913441675	5.99709433637796	6.89510805732649	6.77120795299758	6.4542669523018	6.07614372420772	8.27618105774346	6.96597950201197	6.76515066873125	7.11806974418396	6.31713101152776	6.66518719679482	7.65284141226815	6.17131743212671	7.60148246679874	6.43176846788402	6.28941619377801	7.38435868570298	6.67753333152679	6.61028163216747	6.55356010102968	5.48423614336592	7.07531531117335	6.94203068192478	6.50300554341052	6.83765526450665	7.78817357422646	5.86791696024358	6.40232299748675	6.76951386343416	5.74505280996425	7.69437707580867	7.27691196922022	6.80323721467143	7.94153133664734	6.59134195460233	7.07750909621951	8.34031270725937	6.7843219124957	6.82156750750152	6.59343823809088
LRMP	1.72735	1.53712	1.53635	1.63578	1.59335	1.45203	3.0448	2.90469	2.86618	3.00215	2.57555	3.74202	3.43069	2.62391	2.8958	3.45896	3.07324	3.47542	2.8718	2.99015	2.96421	2.99991	3.29564	2.59615	3.48479	3.12121	3.65087	3.19165	3.15075	4.00081	2.72195	3.12121	4.0688	3.01458	3.154	3.34826	4.17724	3.58983	3.42955	2.5193	2.74908	3.93392	3.37664	3.10168	2.76776	2.8582	2.6535	3.35474	2.88741	3.37977	3.66634	3.50616	3.02604286017649	2.38133107001223	3.27148033663349	2.39746223485285	2.17299402895967	4.51665203993586	4.19499885172612	4.09796311688689	2.30489148704351	2.52824033685677	2.21075364072229	2.87094985665876	2.41729971204698	2.2894568104304	2.69899188820359	3.50347310284168	3.08851536672577	2.93449197012886	2.70624282814351	2.13331907457142	3.73097600744041	1.92085285331293	3.35536985617856	3.73146106174171	3.52329814274603	3.34595482781746	2.52265599374695	4.10203011064393	2.7932416701328	2.51850193896147	3.12156124566295	2.33598471148572	4.58636304913528	2.92114675819826	2.92281335502836	2.93630781443628	3.3774087336632	3.39820388217015	2.75701184501274	3.23416846730284	3.2198780213492	4.23937510165004	2.01956762227205	4.45256268571558
LRP5	6.78343	7.02145	7.44915	7.08875	6.98649	6.92728	8.38485	8.51043	7.91022	8.58313	8.08893	7.24622	8.26225	7.64087	7.99142	7.44662	7.73493	7.88837	7.81928	8.68633	8.12252	8.76716	8.17147	7.80829	7.81458	7.83303	7.53599	8.4094	7.80308	7.30212	7.66444	7.52004	7.08994	7.54739	8.34094	7.2403	8.03709	8.24848	7.56503	7.4247	8.25889	6.97022	7.81412	8.06016	7.31341	7.70554	7.89095	8.35722	8.65971	7.72627	7.92107	7.78112	7.31799546086555	7.82871640094526	7.6824988117878	8.51843792300683	8.285665071052	7.64378495387151	8.24253027011998	7.69374841140015	7.37990226598747	7.92789515641526	9.03472244983558	7.81531754288217	7.57158075224831	8.37181224680176	8.813103977182	8.63955815873648	7.16134444619094	7.91867238913935	7.53828084916361	7.87231370053123	8.26976327909693	7.54293304150633	8.16661247636356	7.62840007217674	6.49786292129048	7.28659996400301	7.36998575073063	7.19828992690093	7.65850329338853	7.27118787650507	7.33366600349364	7.75090780386826	7.27524154117796	7.00583607524964	8.00905006728263	7.62459125973241	7.79908928128901	7.2179325167924	7.53098969391304	7.84320349113529	7.67813228037841	7.43498041451278	7.82270391844385	7.36122548210868
LRRC8D	6.70351	6.62464	6.7215	5.81175	6.42883	6.85694	8.13097	8.27586	8.12272	8.38929	8.97853	7.20446	8.63784	7.08946	8.14961	8.78829	8.08733	7.61017	7.98596	8.97481	7.78532	8.04222	8.42431	7.70136	8.043	8.33527	7.50226	8.33676	7.29756	7.94895	8.37985	8.02897	7.4525	7.49078	7.71399	7.86531	8.46497	7.88637	7.36808	7.95415	8.48441	7.75276	7.47816	7.91676	7.6833	8.02533	7.71475	8.07361	7.86481	8.41127	8.46206	7.30447	8.06159702256669	7.10397319014381	7.68393327948722	8.88138515386297	7.59840220869995	6.89308321675182	7.81042336680232	7.68548654804475	7.07594682269279	7.77777096038649	7.43571421065293	8.18048960063301	7.39149670682508	7.98283617668776	9.06426564315783	7.39115903974736	7.33083481631212	8.24903601741081	7.42166726021965	6.79995463671577	8.08449085043632	7.87226709208732	8.07218288545331	6.71962363892543	6.44116648328103	7.6862800656774	7.25528180767156	8.02793161491769	8.33465150496752	7.91300662501461	7.90073242673938	7.44673904074059	8.51783589463233	7.89482325287922	8.41133569831845	8.60441373336055	7.6563965292989	7.57746684988111	8.79892685348297	8.18938712813102	8.1801350502014	8.41925399129106	7.54197804001241	8.3097992080471
LSP1	6.59778	6.29498	6.77895	7.15731	6.25681	6.33706	7.63416	7.27612	6.93851	7.25255	6.80318	8.18624	7.61566	6.49232	7.07811	7.49165	7.54239	8.09472	6.7249	7.04093	7.51174	7.2573	7.26342	6.31438	8.54047	7.32626	8.36141	7.35626	7.39211	7.20184	6.92971	7.97004	8.44789	7.77688	8.09534	7.43476	8.22245	7.64849	6.66176	6.94502	7.05912	7.42727	8.3069	7.49205	6.62304	7.72355	6.69957	7.00336	7.46403	7.33589	7.45006	7.94718	7.29866673304612	6.76472288375714	7.54908413163742	6.69134539603617	7.24406714393841	9.72546239927768	8.06552588940889	8.55290897294109	7.26732894710181	7.43569832431166	6.88411613226194	7.4420030409305	6.85223334134469	7.45136721728382	7.22698619262727	7.7607070853364	8.05295361560119	7.43489320332891	7.01370345105614	6.65897953252927	8.06899410287308	7.2694470346103	7.65036835126848	8.3960342460697	7.26825793285115	7.829935103377	7.84766015147435	7.49427397242653	7.69051292211649	7.19183337187236	7.52732109214962	6.88528046106778	7.23004565236175	6.46537890236742	6.87886426615902	6.63810831936083	7.36727542725383	7.87638439084386	6.73057336761151	6.7819772457415	6.7190043984131	7.15446337179569	6.19304982656842	7.92850668461999
LSR	7.98099	7.39088	8.18411	7.40283	7.6547	7.64635	9.22836	9.49307	8.86504	9.42871	9.15658	8.39728	9.45702	8.90232	9.51352	8.74801	9.48705	8.96781	9.29239	9.1571	9.31301	9.26086	9.40912	9.31829	8.6241	9.25566	8.51884	9.38031	8.87067	8.38059	9.37386	9.18823	7.92336	8.58941	9.39652	8.50551	9.0249	9.21951	9.00955	8.94389	9.50406	8.79144	8.53219	9.22493	9.861	9.21055	9.18119	9.43343	8.72302	8.85495	8.98869	9.06867	9.60666534180103	7.90857635353573	9.05354234961816	9.07692510001656	9.4118733589094	9.3784994782808	9.37045398920069	9.46503668871326	8.66304691230513	9.32884180820683	8.95775019749877	9.81770605754073	7.79665816665882	9.97966753706188	9.06377887602945	9.75562082372428	8.49162015151325	9.50393198341645	8.62266171221674	8.66227566716455	8.68222287102766	9.46843717865126	9.03988780497022	9.2263012611074	7.69504661938781	7.87004915310418	9.05485697201687	9.10020268062307	9.09634645492018	9.04242940827439	8.99203554965715	9.35057689853218	8.92749635402978	8.96823212009116	8.45633568633186	8.51878901441994	7.57627486773896	8.22925657732789	9.23823803248769	8.75471991424189	8.25097413935459	8.7543693482689	8.98805662586372	8.54895521639569
LY6G6D	5.20215	5.4871	5.55482	4.36467	4.87591	5.96088	6.08844	6.11782	6.24878	5.14122	6.78238	5.71967	6.19297	4.40624	4.70537	5.54873	6.02346	5.15339	5.07016	4.75965	5.58137	7.4137	4.53027	6.29516	6.08463	5.51165	4.89246	5.31936	6.39756	4.32495	6.98923	5.02066	4.53687	5.48247	5.07314	6.07398	4.74285	6.83655	5.77813	5.27735	6.2481	6.33594	4.79313	6.32195	6.26519	5.53024	6.20751	5.17742	4.80111	5.9001	6.13931	6.10559	4.91956030700437	5.18581168467874	4.9229067500859	5.21717358053165	6.56874029615823	4.62038389230084	5.28188982683536	5.6897265693606	6.14559137492769	5.07006218138168	4.88292556169076	4.8584216725477	4.77493672409264	5.93190337131356	5.08988765503247	4.92488819664733	4.9425671031899	4.89097243633746	5.78538640613202	5.04947715321568	4.79324308871299	5.94913094836158	5.82352925243961	6.70986332347809	4.994007657532	5.09465413481636	5.62015577898138	5.48324882962279	5.03850214087263	5.12541058866438	5.36115869732914	4.82228228887444	4.92394150551242	4.88170366964454	6.28565763074812	6.97502490554368	5.19989096330137	4.39486224950037	7.90917788693142	4.42282266208948	4.70210755492351	6.72581396829763	7.4547771502125	5.8797583026385
LY75	6.0232	5.70159	5.67696	4.54934	5.83718	5.12844	7.78892	7.37738	7.30937	7.56306	7.88154	6.32722	7.40143	6.19583	6.98395	8.3032	7.48608	7.12098	7.27904	8.6478	7.34369	8.93573	8.23439	7.47588	8.42211	7.71661	6.72124	7.36024	6.7848	6.01196	8.08576	6.68866	6.29596	6.83207	7.38079	6.78329	6.56059	7.90232	6.53835	7.17806	7.76194	7.11745	7.43339	6.63108	8.02908	8.16172	7.92058	7.053	5.30675	7.10428	7.12722	7.19891	7.24243079853793	5.76665283048862	7.04780540534617	7.75005051603426	7.05107155393461	6.58628239487812	7.29914827952222	8.22397794188606	6.43065388926531	7.0622251039015	6.83811171671628	4.77242330166412	7.14706389259048	7.63156576404952	8.53990253425047	8.61275386269466	6.50253232238529	7.94698074457744	7.12747858314706	6.04883880285973	6.79455148678327	7.27548607538685	7.39918276660847	6.47826784971588	5.26276254506845	6.62507080488759	7.30175424914066	7.50113988016875	6.64825814344805	8.60151923811742	7.00963084595793	6.18996653530685	6.93939706921937	7.30363054726593	7.70593434591599	7.42516138818244	8.05083732043738	7.76934627329786	6.94806047043976	6.8374052093975	8.2081104824316	7.4927428669538	6.97744422564849	7.10858819893522
LYPLA2	7.77308	8.19282	8.49133	8.71063	8.8111	8.83618	7.76923	7.77832	9.35868	8.74246	8.59145	8.99349	8.50742	8.43134	7.99935	8.79914	8.5071	7.83229	7.62795	7.02077	9.03163	6.98747	8.60731	7.6618	8.14144	8.72958	8.73999	8.10051	7.85337	8.84342	8.83921	8.39632	8.70382	9.1643	8.76094	9.0281	8.66585	8.85408	9.17723	8.37958	9.4359	8.91496	9.60091	7.7043	8.00153	9.45043	9.22193	7.56817	8.63442	7.93135	8.79608	9.09724	8.53720776685774	8.5522372707758	8.81174035348144	8.48917766440011	8.44775720906967	8.25906667018082	7.7862327604671	8.53388507938299	8.6998169954609	7.93178790855467	8.91880472766793	8.36772688709712	8.98966490858113	7.93825464439263	8.52410756534438	7.98298587792372	9.75090570924861	8.08267841144042	7.88348389279267	8.21003618869853	8.48868938416188	7.21303939788691	8.39254581432789	8.24397761989224	8.46564493877247	8.71347693285711	9.55392631558403	9.04968765006054	8.25906667018082	8.35980721981859	8.8696194256223	8.49086878132274	8.48965403536423	9.53522875524222	9.05814323467371	7.64246400349498	9.85439730120418	8.77041517234383	8.78422993030337	8.54192383940255	8.41168401781151	9.19629081426919	8.96525089666986	8.84532450645206
MACC1	6.52602	8.04704	7.20782	5.81632	6.38182	8.36261	8.01574	7.46727	8.68182	7.09783	9.55554	6.07561	8.50173	7.13956	7.71673	8.65684	8.89761	6.81942	7.80956	8.12491	7.42178	7.7672	8.04296	7.65887	8.97251	7.8763	7.15281	7.10008	6.87302	7.30224	8.07869	7.58914	6.89241	6.20535	8.65812	8.60697	7.57326	7.63918	7.30532	8.16891	8.47988	7.53067	7.22171	6.74192	8.75639	7.76192	8.05085	7.8663	7.99643	8.89813	6.34712	6.9491	7.66136061010554	6.57783112668828	6.82372914059033	8.37051180323951	8.32880877864152	6.35052467075822	6.50377704318808	7.25687872931155	6.32911129136135	7.19493600325448	6.54675363320793	6.77740631985424	8.15893762605	7.86843985051202	7.22688751222042	7.00900793759918	7.11934614968674	7.75961243662098	7.97490742259199	7.16678021868308	6.96177364357098	7.99421067888794	7.69653349043264	7.10694761572692	8.12796002005371	7.07513345205157	7.31805981330262	6.85983846608056	6.97743100669849	8.79462157465267	6.73517888596489	6.58095261056538	6.73203243021678	5.56931714380538	8.22870903367083	8.53478925672327	9.13186669273402	7.72231694725745	7.89006549081254	7.9616723309531	9.19904102576911	8.99489598020709	7.42145584524752	6.03562937723686
MAML2	4.64148	4.86786	5.52654	4.21925	4.83	5.52193	6.34649	5.88214	5.76437	5.71092	7.30651	5.77879	5.70241	5.94703	5.54559	6.006	6.60087	6.59839	5.76644	6.56387	5.91607	6.09437	5.91803	5.21203	7.12529	6.05557	5.73434	6.16865	5.96814	5.72769	5.75358	5.67363	5.55026	5.53518	6.31031	6.01472	5.28044	6.19413	4.8756	5.8673	6.46381	5.31111	6.25695	5.65094	5.50698	5.66377	5.74892	6.16314	4.78945	6.00379	6.55389	5.85322	5.94161929176054	4.6055957381495	5.61872181071268	6.1878283479915	5.55499865583706	5.74929201869746	6.48477344371463	6.60588457523004	4.89289607114462	5.42506196567586	5.11950976572888	4.96007080588666	5.44939778827835	6.80748523850385	6.42090829346475	6.74767241778069	5.8981250163552	6.2419722764657	5.7269332086134	3.84901161597434	5.3362820886054	5.89722935322531	6.19324601765525	5.56634736305608	5.06094213521069	4.99940352455432	5.74825436019332	5.4741159061192	6.14696644837037	6.11960503202422	5.56627090400841	5.66778667387712	5.91936970888744	5.85212943781882	6.14034727938603	6.49666828698846	5.44909195208765	6.00712285017486	5.1633317227671	5.16869477882537	7.10449587055355	6.69014244576665	6.13757290822758	5.61673387547316
MANSC1	7.03636	6.21378	6.76089	4.37701	6.04636	5.95269	8.29282	7.63408	7.94633	8.3823	8.68369	6.52089	8.091	7.34796	6.90317	8.28453	7.89814	6.96446	8.462	8.97144	8.21898	8.29418	8.65331	7.95149	8.13401	8.92501	7.27781	7.77084	6.49481	6.47635	7.908	7.28467	6.13497	6.72904	7.34314	6.72839	6.95234	8.41277	7.60859	7.89793	8.11829	7.78757	6.93266	6.50413	8.71947	7.95896	7.80124	7.51637	8.11035	7.64471	8.32383	8.10158	8.20278776931858	5.7750137740207	7.94623626245082	8.36711020752047	6.50990373683608	5.87402480398015	8.05907744901514	7.55009405639595	5.95437142806556	7.34189905453669	7.79753755739425	8.17916300332486	5.69896893116902	8.08514035811853	8.89017597844552	8.51135299585936	6.31368926577434	8.27370410424991	6.2376023859725	7.42752832202639	6.98493528603724	8.17338992883529	8.34216828375485	7.39905529444676	5.37587293218727	5.92015335062982	7.11822044269933	7.33382796010467	7.45665992849195	6.73066778679521	6.52180019373327	7.79057343598329	7.95841296568246	7.09330654356716	8.51171731609413	8.60478712376335	7.14291014476394	7.9731118859241	7.7638239233605	7.7568317773161	7.14537631250706	8.38801658407007	7.18406431897721	7.15385376412403
