Symbol	GSM753773	GSM753777	GSM753778	GSM753779	GSM753775	GSM753770	GSM712085	GSM712090	GSM712093	GSM712100	GSM712101	GSM712104	GSM712110	GSM712113	GSM712115	GSM712118	GSM712123	GSM712128	GSM712136	GSM712138	GSM712139	GSM712151	GSM712152	GSM712157	GSM712163	GSM712091	GSM712096	GSM712097	GSM712102	GSM712103	GSM712106	GSM712107	GSM712108	GSM712111	GSM712117	GSM712119	GSM712121	GSM712124	GSM712125	GSM712129	GSM712133	GSM712135	GSM712145	GSM712147	GSM712148	GSM712149	GSM712150	GSM712153	GSM712155	GSM712156	GSM712158	GSM712159	GSM712398	GSM712399	GSM712401	GSM712402	GSM712403	GSM712406	GSM712408	GSM712410	GSM712411	GSM712412	GSM712413	GSM712415	GSM712416	GSM712418	GSM712421	GSM712422	GSM712423	GSM712426	GSM712428	GSM712429	GSM712434	GSM712440	GSM712441	GSM712445	GSM712446	GSM712447	GSM712448	GSM712449	GSM712450	GSM712451	GSM712452	GSM712454	GSM712457	GSM712461	GSM712462	GSM712463	GSM712464	GSM712465	GSM712466	GSM712467	GSM712469	GSM712470	GSM712471	GSM712472
CAPN6	4.20815	3.08214	3.10566	3.33449	3.50798	4.52454	6.64206	4.11112	3.98686	7.02315	4.65417	4.21015	3.96875	5.18979	4.30308	4.41199	4.05145	5.05257	6.21324	4.79279	5.58861	4.25775	7.22624	5.28586	4.3034	4.86348	5.83339	4.71205	4.09329	4.08154	4.12172	5.34395	4.3295	4.23223	4.03306	4.96462	3.86902	4.24427	3.91587	5.53904	3.82908	4.28307	4.93548	4.18368	4.85642	4.3676	4.84237	4.83829	3.75465	4.68702	6.42154	4.79054	5.58386092178685	5.12372339215525	5.40737784832307	4.19368474624318	3.7375873214318	3.59939835978545	5.04322538966211	4.13940398309414	4.31171662577576	4.57839612540057	4.98463300927213	3.91139871267576	3.73205932854607	4.11002633917294	4.760982798082	4.98406826343705	3.6023849964133	3.35501546014963	4.18293285438293	4.24389282308153	3.7678772470866	4.1326921960541	4.13738393068403	4.57443204405816	4.19240320761742	3.95625256457763	4.1777089554084	4.84403301732985	5.08406085773742	5.04423541586716	4.84763870227692	4.58911543577034	5.78940668476381	3.85502187363881	5.33115888158037	8.32967689295943	4.07804217601289	3.5328995377043	3.95845724543383	3.2293920933339	3.8329099020959	5.22137011914066	3.64979106506988	3.70353966387432
CBFA2T2	5.4623	5.57329	5.62389	4.73286	4.64548	5.60688	6.17558	6.0856	6.65199	6.22224	6.72257	5.96273	5.89091	5.27594	5.67042	6.41877	7.00422	6.25894	6.24961	6.70911	6.18194	6.7497	6.75954	6.62684	5.92382	6.15644	5.82986	6.24082	6.37345	6.15821	6.47312	5.86575	5.52866	5.68864	6.38761	6.62067	5.91847	6.73141	5.70058	5.8991	6.79252	5.83363	5.48131	6.21438	6.62095	6.40278	5.96384	6.52944	5.91742	6.92563	6.18344	5.86616	5.83661586033426	5.95360567886876	5.93795783607154	6.92532281213609	6.21600385203634	5.68697199938013	6.66150210780513	6.08445715445398	5.85952609907086	5.31774494455936	6.14501633826659	5.77784286226815	5.33901873767192	7.3097805765558	7.09479654359332	6.60542443194333	5.2997440426949	7.09852935093183	6.53697180453239	5.45171957127021	6.30822237602651	6.60336015739797	6.15443927025863	6.10066117484891	5.692769081264	5.12199182161015	5.76868732335194	5.7735431816089	5.77597111073738	5.59346998862601	6.0704136701117	5.95992685118124	5.51621478115895	5.91011686901675	6.292157400031	5.99300872252218	6.13880212318444	5.59780175645436	6.39467590530191	6.54091852633156	6.30145198334664	6.75811657396185	6.17732811754916	5.53131714208148
CCDC69	4.83912	3.97989	4.31436	4.3845	4.01832	3.75743	5.64209	5.76937	4.82399	5.55575	5.77938	5.457	5.3677	4.95784	4.6425	5.58373	5.2043	6.56289	5.369	5.30066	5.26081	5.4119	5.79177	4.91057	6.57122	5.61702	7.63918	5.2131	5.51244	5.93037	5.08637	5.50329	6.80247	5.92961	5.59163	5.39284	6.28437	5.44343	4.86684	4.37367	5.2628	5.81523	6.31448	5.66122	5.35877	6.11732	4.90477	5.34414	5.16919	7.00823	6.76564	6.01528	5.44933218474516	5.13256368120675	5.78294514798907	4.69043798048871	4.33079718314189	6.69191720050574	6.05968737645125	5.80288382573478	4.84523161560163	5.78208472372121	3.9299056607992	5.09217338047873	4.99716268536185	5.06126429331775	4.7251362437524	5.64266289908609	5.19098979831886	5.43457259922718	5.51244099546892	4.19044874775677	5.60306683614379	5.09482083976447	5.30531039960108	5.31070459789577	6.7697525035064	6.65584556773757	4.80601612493165	6.21189973876058	5.49323036902679	5.65982174458178	5.19653291619837	5.17120004015798	5.47631972283914	4.48413471564766	5.22879882624329	5.27320995576152	6.46908386174938	6.5166719424105	6.14144422851891	4.70968170017191	5.31619807591367	5.7627913641764	4.00812153607218	6.65536571574203
CCDC80	4.59948	3.12354	3.93086	4.96295	3.82546	3.76253	6.79803	5.77966	4.18502	5.15402	6.22003	5.81616	7.01428	4.56111	4.41651	6.77182	6.81858	7.48673	4.55749	4.78017	6.11114	5.13348	3.31182	4.48522	9.75926	5.36586	8.69709	5.69236	4.51857	6.43334	4.8975	6.8894	9.29359	5.83574	7.06186	6.90468	4.94377	5.41443	3.84017	6.61624	4.73347	5.32514	8.54143	6.66354	6.18835	6.72955	4.52068	5.58461	5.99592	8.1107	7.97782	7.28984	4.40785098012618	5.80689470273677	5.22945126341992	5.00434974559652	5.44003776374078	5.08919065155702	4.94645731775191	5.32247869513258	3.93015462932538	3.98491773674595	3.34787750756783	6.08295943889442	4.69722929826644	6.60661768342321	5.07365581088057	5.21553696367735	8.29089058057611	5.50796078115885	5.69369433043348	3.31184841215006	7.46026556070236	7.98847808406255	4.16680948639287	5.98291897658862	6.98344933127081	9.57956987751769	6.67366057947202	7.5842090017828	6.06428130761348	6.82185625383872	5.98103300222592	5.53613863515561	5.92284720059156	4.38978753678567	4.60779220293314	5.82125604825421	8.41688763818483	6.35592279498897	5.84345466501219	4.4819208769486	8.40406301251848	8.14133979870437	4.85748123837394	7.25107607842794
CCL18	5.64487	3.22995	7.26085	5.97125	6.28496	5.21033	7.26521	8.47399	3.06378	3.55677	5.81142	5.0897	8.71295	3.72185	8.90694	10.9331	9.60363	8.85018	6.08421	5.52615	8.20408	5.35678	4.57315	3.49397	8.21679	4.36498	9.95496	7.38797	5.956	9.97472	6.51963	9.17393	9.5236	7.67366	9.15593	7.76924	7.31016	9.21361	5.53803	7.63255	5.28171	6.22654	9.53086	8.58226	7.30331	9.33914	3.78635	7.44945	10.0152	7.98696	8.21794	8.94229	6.67216133935645	5.18340868506402	7.85073989432212	5.67637060250748	4.11979497162158	10.7752811207461	6.73160756099401	5.76990925886394	5.77909495076604	5.39133741195563	4.64068650152287	9.26821030218542	8.84755244626101	6.82129312294889	9.23053087074461	6.46092235732978	8.39113106218939	6.55577021427021	7.74384313444638	6.97935514467095	10.006365265581	8.83455623558608	5.6769879491243	7.96973877666909	7.13644857083902	9.33973735847984	9.53877842287059	9.70439761869518	9.84840968293083	8.40329704810375	7.76659980801149	4.53945230027044	8.4641801972115	3.54433212957423	3.75673129748424	3.49038880795218	7.28191885035925	9.42371778618268	8.22843894084112	7.22345186818287	6.4679366921658	8.64322135999849	2.04134857137322	9.46661273214496
CCL19	3.66576	2.88173	3.5682	3.61579	2.86895	3.19933	5.15101	4.12114	4.41496	4.74879	4.16402	4.31928	5.05238	3.94727	4.61266	4.96107	4.19649	6.71797	4.07746	5.19187	4.76016	6.10997	4.70069	4.7808	4.20513	4.56862	9.08399	4.95665	4.94588	6.48242	4.73255	4.40786	8.92036	5.6208	4.87838	4.42624	7.81524	7.40104	4.30212	4.62355	4.82669	5.46821	8.61996	5.13471	4.05187	4.48727	5.18733	4.84346	5.07119	5.63935	6.92403	7.57179	4.16540913055101	4.27126713505387	4.53615390484749	4.30222834495795	4.37689949825602	6.00954324675338	5.77315174979184	8.20643530213877	4.87213380159941	4.65166613357343	4.09375190034095	5.2881357739233	4.11754094032971	3.68534114606225	4.22341506206834	7.23414693739464	4.16997030827244	4.3140906304808	4.48345054389677	4.19688609199956	7.80511613159657	4.88817045118533	5.62870908286817	3.85297651525139	7.17950950815214	6.13324303124782	5.29358339961178	7.21928684601954	4.96015002611069	4.26593233001574	5.71005277177285	5.44468248490629	7.75594244527833	3.08980928455485	3.88637142775594	4.58465066726362	4.69685886265778	3.68055432704012	5.57067091687932	4.49711795982527	3.55256735783227	8.59447387041083	3.20399989994808	7.74084059536676
CCT6A	7.62085	8.3822	7.67418	7.23712	7.86207	8.6852	8.7094	8.90156	8.65366	9.13373	8.97561	8.38047	9.03581	8.64091	9.27189	8.70127	9.23523	8.72964	9.19403	8.95253	8.77436	8.88658	9.08244	8.61642	8.57637	8.79017	8.34842	8.78757	8.05982	8.87014	9.34693	8.75889	8.35459	8.18196	8.39723	9.31776	9.38829	8.86282	8.58964	9.30148	9.18879	8.92411	8.15917	8.47142	9.53873	8.65613	8.41571	9.05656	7.74036	8.91375	8.79945	8.59033	9.21679605312334	7.58243010808827	8.65500426774999	8.8521592777021	8.68206730560668	8.28178367849802	7.78742872402187	7.94092445697102	8.36929702404322	7.84625576888309	8.64495302432338	8.89410438915944	9.07439045181028	9.09173988490842	8.63673282136595	7.68912392720081	8.36718028931642	8.80837013967295	8.51104033412273	8.24677314583889	8.09453706484373	8.76136044819445	8.34605190035633	8.43720135463468	8.60708554908821	8.58886604711463	8.96294371913942	8.76758079134865	8.9180377762851	8.86630114345351	8.49769062063105	8.52945462763559	8.98478634374352	6.81278276420529	8.98363058061049	8.83577081619772	8.16846694705011	8.53624635930499	9.05608004711838	8.61776012544051	9.71702072598298	9.34418971980956	8.5027422145496	9.5167750236077
CD200	3.87425	3.36463	3.28838	4.0506	2.87985	3.26276	5.90099	5.17505	3.66542	6.91439	5.46616	5.0725	5.66277	4.49362	4.79767	5.21732	5.86715	5.55888	4.69812	5.42542	5.00079	5.49817	4.58568	3.61215	6.86386	4.66257	5.60637	6.19014	4.92955	6.64838	4.76328	5.88234	6.53523	4.96748	5.07645	4.74774	7.767	5.2172	4.03891	6.28664	4.75692	5.21808	6.34005	5.43405	6.00606	4.76376	4.43143	6.35372	7.94794	6.37	7.10681	5.4788	5.77056171529028	6.04951325681117	7.404909478272	3.94485091406621	3.90111184208041	5.0050359894496	5.03258902975016	6.14134446233449	4.07468250761421	6.18637105956799	4.83805009589685	8.01557657217864	5.5716329334496	4.29575672371514	4.3261300574154	4.07858186979292	5.70249454719575	5.62440920645967	4.02218826394411	5.02900848334706	6.04871621737213	4.68104558855	4.9287654462055	4.58990106315878	6.76233628251308	7.1474412151697	5.59272382322128	5.4011032799294	5.31642090506706	5.23253556964377	4.4302111460096	5.88946773745073	5.47494591842071	4.05072227586196	5.57061517539667	5.13890182877369	7.16599384088164	5.1107969919384	5.12736315012534	7.89013482661801	5.766233178029	6.07726249143519	2.85746840059353	5.3320674023628
CD37	5.61929	4.87451	5.66086	5.78614	5.54669	5.0305	6.74518	6.53079	6.03495	6.032	6.07007	6.89474	6.77633	5.95648	6.68398	6.66986	6.75648	7.44173	6.10319	6.2611	6.54877	6.62235	5.88144	5.83299	7.55685	5.98828	7.85293	6.4729	6.89604	7.04659	5.87419	7.33676	8.54466	7.1342	7.04334	6.26059	7.76851	7.34716	5.48937	5.88731	6.00069	6.60012	8.45361	7.20799	5.61069	7.11651	6.05411	6.59459	7.03769	6.52332	6.89996	7.23198	6.0248205428917	6.15713306050885	6.85333291884518	5.95275230020501	6.09242581735667	8.78233211339572	7.30715303030426	7.84798363389881	6.24598670055927	6.43108975657037	5.52263808488463	6.82167482478417	6.36762287082007	7.70112299909141	6.64004940634843	7.61589769424462	7.01453301258832	6.33540835474699	6.36137471530967	6.14462515736281	7.62554234245361	6.43933175762397	7.00982660973633	6.90805934215608	7.94219283581528	7.49474839324437	7.58012439571942	7.87968809646083	6.71265088679667	6.24177875909308	6.84652834132273	6.1125381546675	7.02286775064393	5.10383778380942	5.01001112202624	5.85126324363079	6.05689595346176	6.41939330219191	6.09517315104121	6.31063598308519	5.77485954610016	6.82495539623026	4.63774161170933	7.69510668608604
CD3D	4.36921	2.70495	2.96718	2.85868	2.99463	3.04597	5.21125	5.17843	4.22112	5.13694	4.82384	6.66253	4.30739	4.019	5.41797	5.13786	5.21861	6.30939	4.15273	4.86174	4.84639	5.80808	5.64021	4.12764	5.02886	5.56649	5.91816	5.3484	5.30216	6.58034	5.28735	4.94112	6.53299	5.19409	4.99149	5.3338	7.05224	5.7635	3.7006	4.97207	5.01549	6.61787	6.1164	4.36662	4.69126	5.21221	4.4441	5.0654	5.16435	5.50397	6.0849	5.01568	4.7801529479627	3.93450609941678	6.12257230398534	4.30331027087903	4.52012390829658	7.96993526153358	5.56261364019063	6.55019743961925	4.60103001648353	5.64819868870943	4.26469196160955	5.39313505510974	4.96581002643589	3.56934413515162	5.43043016550987	5.95902765197835	3.96403935253173	5.85098914635692	4.83570001802463	4.10020606504601	6.34912577637937	3.58181221521955	5.69095028929245	3.40615415500653	4.80319297776	6.32803644182245	5.3661527111553	5.17733086837603	5.23390103034725	4.75228392435354	4.89060595049006	4.54692891632008	5.40654437973422	4.28632694518475	4.98384372649037	5.07867752586919	5.32570647767455	5.12801783834806	4.89443913484355	6.8283420266926	5.05709710719581	5.06652319398677	2.89531754408338	6.74937297252057
CD3E	4.95346	4.14424	4.52107	4.01678	3.84014	3.7567	5.49523	5.23405	5.28378	5.32303	5.23091	6.47026	5.2656	4.24104	5.33822	5.67604	5.70129	7.01056	4.93831	5.09503	5.05554	5.92107	5.79448	4.97254	5.80298	6.30619	6.51348	5.68004	5.75644	5.62359	5.10513	5.31084	6.88043	5.55126	5.95683	5.7756	7.55435	6.29763	4.47549	5.36121	5.88524	5.56513	6.57954	5.07039	4.66554	5.53953	4.91109	5.90052	5.7758	6.22556	6.08289	5.57631	5.24110788750315	4.64590618758494	6.3217828772744	5.21245282076895	4.64707597944555	8.3492255257321	6.37995343616093	6.27933200074611	5.15503634258596	5.84978636307165	4.96088956453058	5.57653845275608	4.75325634312358	4.33685877925428	5.94539026149758	6.83875353805188	5.06884878525284	6.11128801627451	5.51944100871689	4.90061144675469	6.0710220402462	5.04631337345884	6.41621698383973	4.19705415035981	5.69497746171716	6.54210979052418	4.95361945313243	5.75182354552184	6.24569806782834	4.68465433450487	5.29567239379458	5.19006242449486	5.54106765658612	4.45488207705829	5.3742901409884	4.72264840072126	6.18763385365641	5.45328492853399	4.97080862609242	5.85059844998314	5.38999048794398	5.79063936635106	4.2368174059191	6.90077184206668
CD48	6.48113	4.5034	4.68763	4.57705	4.6549	4.42141	5.93439	5.67836	5.60293	6.10378	5.44067	6.81844	6.31965	5.19146	5.99224	7.08787	6.59728	7.3056	5.5089	5.93662	5.85987	6.55575	6.11665	5.0548	6.82379	5.95695	7.15029	6.48925	5.91241	7.6161	6.86032	7.10129	7.75474	7.1729	5.49389	6.62625	7.66041	6.61379	5.17947	5.39111	5.40448	8.79983	7.45517	6.07598	5.74381	6.71143	5.35701	5.97286	6.39051	6.40624	7.15116	7.37611	6.07855510090171	5.19310744166995	6.67928948624596	4.92005027237036	5.01081572718485	8.38375075048182	7.49358035921875	7.62878830147681	6.00056542574638	5.66433274377265	5.55837990145322	6.24653507120681	5.58421855694366	5.37758108706313	6.41508923385616	6.31990249799107	6.18205327094955	6.91430641274017	5.84273430512557	4.89370919857871	7.28118661108729	5.10702165446095	7.08245864074855	6.08039251640325	7.25045296586226	7.97093516459613	7.20041210306244	7.38123962706974	6.18839809635331	6.9002817647323	6.4416599845855	5.74324112667875	7.04736113370736	5.69747799684345	5.6961286448345	6.01555184593084	6.89481258265349	6.89083630066968	6.87434262558162	7.49747051235093	5.92919331735832	6.56198199031934	4.03770325179746	8.18816648322775
CD52	6.00872	4.23024	6.48375	4.23033	4.91382	5.39101	6.03085	6.05294	5.73761	6.1021	6.12421	6.76275	6.55949	5.47621	6.66705	7.03325	6.79366	7.08064	5.77109	6.06436	6.27236	6.93641	5.7787	5.32409	6.94101	6.38593	7.59287	6.16843	7.11569	7.78393	6.15197	7.6398	8.74943	6.66536	6.13939	6.78581	7.74654	7.12574	5.63573	6.2738	6.03781	7.75247	8.27606	6.16132	5.94651	7.36822	5.93345	5.92467	6.83203	6.29675	7.18536	7.59656	6.06233281935866	6.16946104762919	6.76304678411331	5.86679358084179	4.80122969348353	7.90296339386955	7.0479206691796	6.68596390146652	5.81532802271868	7.20588964277998	4.89182754850628	6.19453505668046	5.65744054643915	5.47256387406814	6.07831987713404	7.28194022602921	6.66199010624686	6.55664123614844	6.36449771933408	4.70138189254317	7.05912655079785	5.40282933318557	6.26994724424962	6.16686671624848	8.06906851666913	8.28454743302309	7.55124812281123	7.36001465941313	6.70036176148513	7.47557786039267	6.64814914458746	6.18656190212299	8.098747124349	6.49949803133874	5.97718170194672	5.57779049818527	8.02425857308292	6.88028068017049	6.83928752777789	7.56181560874941	5.90206833788738	7.17155210492428	5.86292245810094	9.18441368418607
CD69	2.96202	2.89808	2.47788	3.25913	3.27429	2.51681	3.89794	4.41419	3.70675	3.68661	3.98653	6.92684	6.42903	4.35689	3.64313	6.49483	6.07119	6.41819	3.78265	3.02895	4.07699	4.14738	4.63817	3.42871	5.43086	5.32956	6.50354	4.30407	4.49506	5.22655	4.49932	5.60087	6.68149	6.48977	4.35756	5.39423	5.47788	5.38389	3.35519	4.47283	4.66818	6.98798	6.54691	4.16415	3.66015	4.60608	3.83375	3.7889	4.90912	5.01459	5.43875	6.26813	3.05891277414282	3.80939746458087	6.48291619956188	2.65930659716647	3.59576525867242	7.377346636659	5.7443429889285	5.83514804704725	3.49753550106758	5.37181729699826	3.25952717085298	3.57206522455126	4.74969140131803	3.24443192090445	6.01817180639882	5.17271488379272	6.45808525094947	4.85124014710373	5.57964741986461	3.8085984489077	6.71809724354833	3.64036262578421	5.44098746919729	5.98788296611121	5.70233934961731	5.85632810866071	3.94567266077749	5.73026802053186	5.22215551513881	3.7929869119088	5.39618112875559	3.43791663930016	4.97675936308459	4.07392082259594	4.26486098338632	4.21698150574011	5.89948724756079	6.71576165927291	4.20385306360246	5.82115912649234	4.67624342213034	5.35373495768695	2.79188173616887	6.30998462278991
CD79A	4.50716	3.82032	3.85064	3.91415	4.11305	3.97155	5.87646	5.1801	5.3725	5.32692	4.50841	5.52283	4.4525	4.57833	5.26851	5.87101	4.59522	5.46128	5.06996	5.52781	5.91554	5.92673	4.83215	4.61973	4.74412	5.49779	6.51603	5.21335	5.48003	5.60363	4.80717	5.49872	6.53565	5.46992	5.33546	4.98856	6.49663	5.90723	4.86498	4.71236	5.36304	6.35625	6.34123	5.42649	4.73736	5.25114	4.75434	4.94736	5.40223	5.24412	5.79079	6.20731	5.4480987151941	4.60424594466931	4.93480551849404	4.49082194528735	5.26487233914893	4.73880646159929	7.11159451497854	7.29395208938216	5.63670647454137	5.55404064670783	4.42398905483181	5.03460100257355	5.31212477469802	4.40422705928384	4.49331164551387	5.80327001313303	4.56657626155457	5.24158326828006	4.2057253349739	4.55163806019548	5.91923558149622	4.47594857987165	5.86875431596587	4.52561291251518	6.49137388042508	5.59937393833231	4.62826117810425	6.89260463255456	5.28779832873477	4.70077369720152	6.16605305082699	5.50904450198902	6.59052100507061	5.17526906537171	4.68910322738973	5.371812744191	5.16787776782424	4.20896713214384	4.71744950184371	4.50972810638246	6.02154670017961	5.41884473753253	4.4132262882276	6.30887366694598
CDC42BPA	5.64675	6.22553	5.43428	5.31394	5.70406	5.56651	6.52665	6.51996	6.38685	7.10782	7.05575	5.87458	7.0564	6.96497	6.88972	6.46953	7.8045	6.73205	6.84645	7.41903	6.90133	6.64472	6.47614	5.93629	7.9685	7.08802	7.09967	6.7576	7.01152	6.42511	6.39891	6.46341	6.40642	5.54342	6.89296	6.46444	5.35931	6.82287	6.13359	6.59729	6.66774	6.21879	7.21641	6.62957	7.32909	6.78084	5.71619	6.78939	6.61575	7.49612	7.2393	6.26244	6.85077801102646	5.9998575411775	6.17037018416028	6.45982615936164	6.19599915455256	6.35591448133208	6.78568021149213	5.76149845332297	5.63225843798491	6.56836543950224	6.21580872739453	6.48948146569741	6.43084727746437	6.89594813186448	7.44431361357593	7.86553277463993	6.57196229961176	6.84520556208067	5.97578542068336	4.77688215635849	7.19077255499049	6.57736295822396	6.61204313181721	6.26138685027482	6.51852476896978	6.49764150654288	6.00100638903337	6.23136648948017	6.86415618325469	7.81384535802139	6.30469948813091	6.3740813091091	7.15000456145068	6.90854251069571	6.68020094666858	6.69112036974732	7.37158188109275	7.03039554168945	6.40289913756863	6.46649377168405	7.57231888589132	7.72265690157326	7.43980411731922	6.1460511150616
CDH1	9.61371	9.38085	9.80631	8.43158	9.13145	9.64867	11.1108	11.2519	10.6035	10.8373	11.2693	10.367	10.5841	9.72421	9.65566	10.8293	10.482	9.93467	11.2729	10.963	10.9361	11.197	11.2053	11.0001	10.2608	11.1098	9.34628	10.942	9.92527	9.7501	10.5404	10.3588	9.68079	9.60279	10.662	10.0851	10.0027	10.7446	10.6416	10.7453	11.0332	9.63667	9.59413	10.5152	11.6862	10.9367	11.2778	10.854	11.1459	10.7715	10.2991	10.4207	10.6349042729613	10.4367415688396	9.820216968474	10.7621525645713	10.9879851446031	9.40019819343324	11.0963450179272	10.8232913921808	10.1501015369577	10.5729370059534	9.90107265376784	10.9821860688136	8.44649875787719	11.431697286441	11.0955165785287	11.0701663329345	9.03850155204706	10.7084696915484	10.0657664061901	8.81979355084241	9.5846088035399	10.8155040618349	10.8524524590081	11.0873978724234	8.93097011812144	9.00453553670846	10.373448798794	10.0876372063106	10.5378111754569	9.59305888540462	10.6171756698334	10.5240590814417	10.7084696915484	10.4324336839673	10.5412906209306	10.9180648593695	9.73704165286435	9.72262680733041	10.2109089888078	10.0702399789421	11.1856507850858	10.7444239614434	10.0765361183707	9.64177112203657
CDHR2	5.92797	6.00711	7.1464	6.55403	5.40463	5.12341	6.97875	6.28541	7.16721	7.91482	5.53736	6.5634	6.28357	7.18881	6.28448	6.44801	5.46264	5.45413	6.38361	7.38431	6.28739	7.48504	7.80461	8.20175	6.38566	7.18907	5.66117	7.04821	6.48287	5.34714	6.71906	5.61528	5.83132	5.65702	5.8289	5.6206	6.65673	6.10783	7.37683	5.59439	6.79641	5.73621	5.89526	6.46849	6.26438	6.27965	7.0705	5.33888	5.62883	5.73537	5.60899	5.66713	6.81096796489901	5.52521318419191	6.05138763785495	6.49797461350212	5.43214920027476	5.05418627473711	6.51767874694472	5.48550454941887	6.84991566768951	7.89613707010356	5.69645291705205	5.43152843997321	6.36266889229111	6.95342244184072	6.64386329662819	6.62791376178365	6.34209369197377	5.83027682334969	7.04829864534786	5.27080158318763	5.05147295148359	5.64998600480251	7.86779235375397	6.18510140926038	6.3655824608032	5.12936835706459	5.59684091317989	6.30265538829978	7.08908860451714	5.3096691878747	6.41355121249197	7.33013383451234	6.16480655230502	6.92092263637594	6.89165679183696	7.30271024635214	5.39076851759272	7.17432299882448	6.32417174133238	6.17501906049174	5.06902444839663	6.56377520546592	7.22267221650451	4.97852360378909
CDK5RAP1	5.16949	5.33271	5.37508	4.80508	5.46358	5.34725	6.21421	6.33368	6.28601	6.11221	6.92306	6.58361	6.07443	5.65922	6.39838	6.35178	6.9257	6.48724	6.58744	6.55963	6.20217	6.79454	6.79588	6.79353	6.09137	6.15911	5.71804	6.33726	5.8204	5.93876	6.68166	6.32797	5.99643	5.80416	6.65074	6.63884	6.14255	6.49391	5.95521	5.89065	7.12618	6.37772	5.88541	6.37134	6.99995	6.60528	5.99567	6.22049	5.92985	6.01622	6.08749	6.18561	6.01630451832308	5.30547854264128	6.34236660321043	6.63426807445703	6.47006377374601	6.04026232250072	6.14340533659017	5.81364846047413	6.10825944528845	5.23242538975113	5.94351064902793	6.32238880221598	6.30718181936946	6.81434053118182	6.46639491087681	6.41258060073537	5.95806942288696	7.10558082926119	7.04435100830286	5.67850985076217	5.84962405927984	6.20314427687727	5.97646559395193	6.01507292124685	5.87675808749618	5.46863274479257	6.16219043304764	5.8256662551022	5.89109647029947	5.97759347759017	6.39684208651911	5.41254970319492	5.65997107371995	5.31284219673917	6.53318636494781	6.5504157598353	6.3805461125736	5.82916658363465	7.36081960017535	6.87790390449512	6.71770553532678	7.00558811085095	5.84858692489986	6.63159745342857
CEACAM1	6.90506	6.41437	7.01477	4.53352	6.9452	6.54535	9.58861	8.0285	7.23713	8.92037	8.37663	9.07023	6.27561	7.94786	7.17845	8.25263	8.31331	8.13307	7.92712	8.51462	7.97159	8.79858	8.96209	8.2799	8.02706	9.72104	6.62817	8.26363	7.32177	7.26942	8.84938	7.35884	5.53178	7.05184	7.85205	7.59662	7.33732	8.17625	7.05161	7.92647	9.24066	8.54934	7.65995	7.2043	6.37083	8.41061	8.32528	8.25076	5.70146	7.3342	7.13514	7.61354	8.27960770786106	5.34024033632411	7.91509147958491	8.30697660361207	7.92052363303816	7.06658286633402	7.98141162126597	8.44059509085273	7.709418910907	8.69800840085156	6.20848993635814	5.7130817039922	5.31262168639134	7.95235688478809	7.20995217308749	9.27702184556107	7.58331386196757	9.00250037411181	7.40777829788849	6.53463767846169	6.422487644428	7.67940678339906	9.50773227096025	7.84522274723805	6.69825788678605	6.41929287218634	7.56550847009306	7.61537605505079	8.27809877634628	8.13408427128993	7.83026871560527	6.73351485211092	7.1563694946761	7.73023175938686	8.7910418335565	8.82038794991309	6.65370798461493	8.92694973412994	5.78236767658163	7.2765220689503	7.2982610891875	7.90003338370974	8.68385566388526	7.12110212292699
CEACAM5	10.9187	10.6847	10.4937	9.78741	10.345	10.913	12.0093	12.2863	12.1833	12.1903	12.1477	11.7508	11.5551	10.2825	11.2382	11.9817	11.5419	11.8178	12.3693	12.4734	12.1287	12.3983	12.1206	12.2057	12.3355	12.6018	10.9659	12.3554	10.8227	10.6747	12.3522	11.3335	8.71535	11.3564	12.2205	11.6574	11.9978	12.1467	11.1648	12.0372	12.5189	11.3115	11.6673	11.7496	11.2539	12.3016	12.618	12.4439	11.3681	12.1687	10.961	11.8614	11.6990915684172	9.03679842980717	11.5224444330694	11.8120353305802	11.8187700026153	10.812433353431	11.8877727898605	11.869224840649	11.7158730462753	12.1759284293966	11.4946225092522	10.347961791926	11.2682933670878	12.1445735628724	11.9089704461023	12.25354276449	11.1288525346227	11.973225841585	11.5190218948221	11.2717159053352	9.35288639762009	11.8617173373968	11.8665751336188	11.6575794916105	11.8301416619533	10.8979968096151	11.6777835077159	11.6886031447559	11.4885502639746	11.3347568517624	11.6618852655346	11.6543777622823	11.3793602534378	11.2022715002516	12.0439951001837	12.0183812655583	11.2565904943711	11.7094695876189	11.2668581091131	11.606793440198	11.7935977858283	11.7685359735008	11.4619427892128	8.91723040006865
