Symbol	GSM358479	GSM358480	GSM358481	GSM358482	GSM358483	GSM358484	GSM358485	GSM358486	GSM358487	GSM358488	GSM358489	GSM358490	GSM358491	GSM358492	GSM358493	GSM358494	GSM358495	GSM358496	GSM358497	GSM358498	GSM358499	GSM358500	GSM358501	GSM358502	GSM358503	GSM358504	GSM358505	GSM358506	GSM358507	GSM358508	GSM358509	GSM358510	GSM358511	GSM358512	GSM358513	GSM358514	GSM358515	GSM358516	GSM358517	GSM358518	GSM358519	GSM358520	GSM358521	GSM358522	GSM358523	GSM358524	GSM358525	GSM358526	GSM358527	GSM358528	GSM358529	GSM358530	GSM358531	GSM358532	GSM358533	GSM358534	GSM358535	GSM358536	GSM358537	GSM358538	GSM358539	GSM358540	GSM358541	GSM358542	GSM358543	GSM358544	GSM358545	GSM358546	GSM358547	GSM358548	GSM358549	GSM358550	GSM358551	GSM358552	GSM358553	GSM358554	GSM358555	GSM358556	GSM358557	GSM358558	GSM358559	GSM358560	GSM358561	GSM358562	GSM358563	GSM358564	GSM358565	GSM358566	GSM358567	GSM358568	GSM358569	GSM437271	GSM437273	GSM437274	GSM437275	GSM437276	GSM437277	GSM437280	GSM437282	GSM437289	GSM437294	GSM437296	GSM437297	GSM437300	GSM437303	GSM437309	GSM437311	GSM437312	GSM437314	GSM437315
AARS	10.0272284209288	10.3448415565462	9.77546496319794	10.3595270833056	10.2685677073766	9.81315313792312	10.0680720972447	9.85562792963592	9.79891007648455	10.0538462221881	9.95340433043529	9.91608565569669	9.62584203583768	9.60287163673012	9.77959470788297	10.1053164416037	9.52093239121787	9.8449735002221	10.0677241488944	9.79832622643071	10.0831637173248	9.90753535203649	9.82838162932358	9.98142118486039	9.90063083326814	9.48612124792301	9.74133635072242	10.2101251767571	9.60207061256409	10.169399655011	10.1875065609552	9.62740694246847	9.40353524011666	10.2878231585264	9.77489612683643	10.1176960200631	9.87037502346507	10.2878231585264	9.68411629276935	9.69265586578164	9.77062271180298	9.80805159837207	10.2164426654851	10.1222928153402	9.93614177778107	9.80397874202089	9.73935870351476	10.1810361853382	9.69265586578164	9.58716988382629	9.56943053283703	9.78278752191854	9.85654775882345	9.93178387267226	10.1742589003626	10.0463173663549	9.75224025550419	10.0791482958677	10.0198409534422	10.0286381586687	9.85778919396666	10.5204818413638	10.0123675513353	9.72314086860072	10.1500357193416	10.156958387522	9.70108789833286	9.63690968463317	9.52852284122304	10.3518640654645	9.8254024480515	9.92394983750157	9.74657105763211	9.84686941545073	10.154155512114	10.5230274603741	9.875966953987	10.078417932449	9.48238407619539	9.62165101768956	9.9215425226123	10.2870006098262	9.57574416312101	9.94831718213034	9.83572102300156	9.68110210996311	10.2076014698419	9.97701141254426	9.97733754817401	9.60287163673012	10.3527065992963	9.955409137	9.717053591	9.730235016	9.722493537	10.29576177	10.18947729	10.07914258	10.0166643	10.08307393	10.15525992	9.976359525	9.841934635	10.53088149	10.03717342	10.14046683	9.83844847	9.713420087	9.798281359	9.736183939
ABCC2	7.03612797725937	5.52670356567022	5.8265067199207	6.43843405076256	6.05718728638676	5.53457585772758	6.23442788043868	5.6091469758497	5.69201140857752	5.46704768228563	5.42830214695528	5.44949140332976	5.87177764455975	5.67296466756332	5.78288702625762	6.06529587997157	6.01856654650532	5.80248878280985	5.81394841873529	5.55643893660615	6.29622339293802	5.49280834156172	5.42722552878769	5.63796775117596	6.11040696573735	6.14392423036314	6.45240962805438	6.5503367069003	6.12717207179636	5.87140668691913	5.85795554809564	6.21891854818887	5.76169894046973	5.735419986085	5.84957268204782	6.29061257834499	5.67571235295241	5.46558715872401	6.63158596256278	6.34404295544873	6.55149231485191	5.60966063797402	6.60549661552306	6.50552819348192	7.16284635390882	5.85130002021872	5.9130793981066	5.62826558309826	6.08143768836348	5.64295883105201	6.19735643255818	5.61341741942105	6.13010205580768	6.22313384177415	5.64034605485472	5.55520836723458	5.8755647014193	6.2543091804889	5.93326523454065	6.19959520085136	5.76323382500986	6.70631357024926	5.55131273572534	5.74252854142399	5.86248636935582	6.66415581911188	5.30482138849832	5.47177441121671	5.46018877869826	5.78222152348495	5.90526664351508	6.46345477106907	5.78507321792258	5.55216279471743	5.86242612018796	5.64289504113391	6.55526999918339	6.70094269143459	5.42863938062793	5.66286208051513	5.85395465964343	6.54902385197667	6.34650632123157	6.59994101438163	6.17366846140168	5.84379236771619	6.46059081994723	5.44166810954119	6.68048024893841	5.81170546824593	6.31591968467479	5.589609253	6.145363718	5.569690061	5.778692528	5.566165749	5.849885493	5.809705649	5.653949544	7.786918268	5.694282277	5.907092665	5.56597369	5.983741542	6.046587477	5.399145549	6.096202902	5.762335897	5.955526031	6.671350572
ABCC5	6.56213225858956	6.46642944407986	6.35083631810447	6.4962815885714	6.72434672606746	6.46310045745977	6.75842456463786	6.70239077115174	6.48827377235861	6.64707685580824	6.56989421088807	6.23743594091664	6.7162019311711	6.43870686134572	6.49813069735666	6.23234477608734	6.65665307546404	6.96351288911736	6.49155533503464	6.47338353357837	6.56129966506363	6.26981003036953	6.57826840138937	6.7422509686112	6.26481489071396	6.81597172832167	6.48273259628245	6.81801033129616	6.42970274001705	6.51622118286479	6.62991971801392	6.76367782527011	6.94628418065914	6.92252927369743	6.87625753524163	6.62494155162873	6.69608167785054	6.6067209182107	6.28038753873344	6.61562449819908	6.50801988753199	6.59504330377553	6.92277807000675	6.6096466270981	6.3817726845848	6.47114171127795	6.52258599962041	6.68316615906484	6.59760629189002	6.76740774300031	6.64508860519851	6.43474310868112	6.58579917294524	6.55429352395239	6.549563583339	6.69728208304859	6.36549292949878	6.60906811596458	6.77104447919172	6.58181887270543	6.80728242094045	6.469445955868	7.09332594956753	6.84037633532407	7.13973694885698	6.72381351835078	6.69157179868048	6.63032767022408	6.89224013721011	6.71367434619024	6.69098532254292	6.61789510438226	6.98003435030342	6.70716077171254	6.4543643865361	6.8747330768769	6.87028381290225	6.86388482638087	6.6003066347041	6.62034133256767	6.5346460285295	6.62506247533355	6.74202193511212	6.48662502005505	6.43404132037552	6.7005571357679	7.07651091039686	6.59095963821136	6.65710953926061	6.66154897360686	6.81871138170068	6.60405777666667	6.50684876066667	6.62782619766667	6.61291027433333	6.77283921666667	6.816614677	6.612394781	6.64621067733333	6.74365831333333	6.241799537	6.616612425	6.770517827	6.408077439	6.53329340466667	6.46954639833333	6.50676276333333	6.38035534733333	6.25503259833333	6.44943243766667
ABCF1	9.74745661598352	9.6550678865706	9.72748549866052	9.68423619327376	10.0521853814125	9.24951606435662	9.86634758760461	9.53291936288026	9.7163287100739	9.93077481750498	9.36429090971628	10.3806644992856	9.87424062926458	9.89565867073763	9.59233019983529	10.195054170014	10.1076459422216	9.57800320190575	9.77842128918682	9.64441349169069	10.0858710482356	9.1507660022883	9.75022902528245	9.40392887222721	9.39867778319477	9.79147469245668	9.90382251935337	9.69868699234735	10.0621974959482	9.45176611772981	10.1652100545288	9.48797368093337	10.1001488914155	9.1523307053832	9.95759525241617	9.80283682672362	10.1518390792324	9.88530753883535	9.89053157262442	9.88324378877493	10.1038818355316	9.85924669733378	9.73037426693939	9.79952350382081	9.71984342016995	9.69130183001324	9.61271628553065	9.908776586407	9.66755039771114	9.92048335464181	9.59233019983529	9.81945691467518	10.1875129834537	9.98551975544255	9.72005807525335	9.97348657389024	9.63951994282709	9.77977213202145	9.61558905017984	10.1119751279664	9.80969168723563	10.0694611612322	9.31240382233104	9.5844443636786	10.1658679046246	9.05254959399278	9.56782783456992	9.23616232436807	9.85677528487351	8.90149144280442	10.2616826923306	9.7990373682658	9.52567737289914	9.81898404105659	9.88018010061523	9.22486103500217	9.51920453802009	9.85652929381394	10.0044646437331	9.58159481039503	9.16236868367177	9.68782752044924	9.76989368321835	10.0464601774085	9.52875793914281	10.0539664966858	9.64481006228917	9.89765706743399	9.58645810686155	9.50996688410528	9.66004787840288	9.96136156	10.14936493	9.907415646	9.878085242	9.926993595	10.06243741	9.85069001	9.296621244	9.948329043	9.264204744	9.914526571	9.804594609	9.690914999	9.535353317	9.495601706	9.951018285	9.654932001	9.195885388	9.458580122
ABHD12	8.6807631483343	8.12945285575472	8.38154010487584	8.29859501888467	8.97511193132724	8.43935039944688	7.84440098194843	8.39483106882947	8.40373298134218	9.26194224720384	8.51625473590615	9.3857967639873	8.30377133098839	8.17948882258399	8.09668764109043	9.01743860406824	8.13760693080467	8.6656239667774	7.86019882669234	7.91211815130272	8.69413041358444	7.98643727495942	8.12551390663828	8.16473676273236	7.98306123957123	8.29078276726633	9.30888322965816	9.11548011419508	8.39014417756598	9.09672689167263	9.56720503931673	8.10409252389286	7.5938262996523	8.23078097378556	9.01130486752061	8.13341213806736	8.98310546717401	8.32403659399173	8.53041709268219	9.04769867267251	8.42273975187062	8.51015959199235	8.59662106099474	9.11121665148655	8.5316559783742	8.67434421139642	7.8462484853604	8.18678237045625	8.36124458014197	7.94608522370993	8.96125881167652	8.86748127412914	8.60813425004115	8.8657446653888	8.68049348904419	8.60286589148612	7.97272851999206	8.15619088759906	8.9370582279036	9.18636584158398	8.80275574556322	8.40050605092266	7.82337600326953	8.56127172128797	9.09772243076295	7.78150159482273	8.38053137104822	8.57644126846261	9.18696379266566	9.30512817098383	8.35353705851282	8.60956342812441	8.01060301480573	8.75919257892711	8.65149985351043	8.48405358676299	9.07081026563679	9.60791452949291	7.21912428959467	8.55359162162873	8.3058223573979	8.38966584688372	8.56873233917516	8.71596847965626	8.29066306928364	7.24076874791849	7.93879787426353	8.91692449513033	8.16631158110629	8.20991193750046	8.9997566884147	8.68512165633333	8.35702099233333	8.374041435	7.22218210766667	9.07113969966667	8.40526515133333	8.53171533266667	7.52448564433333	9.48805528033333	8.314748377	8.92943534733333	8.443571128	8.11152518033333	8.24825411866667	8.56115370333333	8.85532710533333	8.57390321033333	8.53260726633333	8.37049885733333
ACOX1	7.06392536860551	7.10127758779726	6.77884311564109	7.18846350156291	7.12077960906548	7.13204110365618	7.02408029884586	7.36924632231342	7.00569101420267	6.8864497502188	6.9778948167195	7.00759037979475	7.23377007925032	7.15271628766001	6.85175880449582	6.8308533159344	7.23002635126149	6.94649426854759	7.16151040385864	7.11122249392225	7.22191286015447	7.11237825069274	7.24065722575247	7.10797375658686	7.15515991118403	7.13581563656322	7.29484712639313	6.89815031219677	6.75073188330095	7.39586867780611	7.47687045421248	7.32301719119833	6.91035651031399	7.48109068363195	7.08523562975703	6.96538233808617	7.15359983256941	7.50082568718931	7.02271603284206	7.23379977369334	6.93900336410895	6.88169976472212	6.94594904415668	7.36036692412792	7.33048836221806	7.142543838965	6.82726956867881	7.3659545824648	6.97090355914357	7.30342938583898	6.99156355505593	7.06135513055434	7.04934777009883	6.90871319363062	7.17664601769338	7.35525308274492	7.12220647065364	6.91261026092048	7.21858213699337	7.05809305793121	7.07084561055849	7.78258525077899	7.30979893279597	7.48112360240551	7.25502529484183	7.6016549735006	7.87428888463824	7.58268094698042	7.1122880278959	7.63410844043959	7.40713894389654	7.4015002550586	7.41582842029129	7.59920425732507	7.63650006191508	7.55233816915938	7.66939743729314	7.44242479523204	7.41383072806048	7.32586442157381	6.96020558243705	7.61798945537084	7.80549946413764	7.49570373569255	7.89233380848313	7.13753666840525	7.76007272886775	7.3389589376084	7.18788417715766	7.54934086913651	7.33188802710405	7.3387593812	7.3371947832	7.3979004944	7.5103402516	7.4545548098	7.3665061448	6.8966639976	7.2785317788	7.7940260242	7.0891699328	7.3302068548	6.9122010282	7.234522505	7.5924281552	7.1349398898	6.7395271266	7.3293080022	6.6984675082	6.807677041
ACTN4	12.4459677173592	10.6918829170473	11.0714398133025	10.6903871826804	11.7708430708704	11.4108279646822	10.7128662526957	10.9463670081148	10.6966080660965	11.0077174593385	10.8728663226431	11.085187470592	10.8771646683853	10.9791691038571	10.895813623258	10.8248610362264	10.8501135911645	11.1408777689903	11.0196275434228	10.923056306817	10.8136582048567	10.7503426228852	10.8337246460372	10.7590642935154	10.9220102071478	10.8228764220735	11.5785260855961	10.8170052667615	10.9765005455408	11.3987984457918	10.6921667034352	10.930553345799	10.9992528949764	10.6580487133698	11.3501522076228	11.3307607286655	10.972402398173	10.9216698894065	11.4318881066885	10.6815952735298	11.2179833513465	10.5251759790917	10.3632221823004	10.8251889202772	10.7972177648971	11.1305199474818	10.5322633862617	10.7714474301162	11.0935853778899	10.521858942934	11.137482187629	10.8998925316968	11.046118956786	10.5319976455081	11.2096627071285	10.5345614084959	10.9359908391108	11.085187470592	11.2864027655548	10.8704395802293	11.0940154592199	11.2736082960288	11.406374742967	11.2515842894946	11.7245677787622	11.2946391087696	10.4201827397538	10.7232483897453	10.9507830230901	10.6402786294709	10.5281698564254	10.7047348698897	11.1759317643189	11.3203869022296	11.112783729412	9.96842709205982	10.6786849834234	11.1896896581588	11.4832734278333	11.5021947030884	10.6806869089964	10.7013517630959	11.8078205613386	11.0873410082647	10.4204148418602	11.2444576553164	11.8988283208554	11.379801634511	11.0433521222407	11.6223959534452	11.4192560132834	11.12723871	10.94538649	10.4863576	11.14804467	11.17792426	10.85751999	10.94277551	9.788178229	11.15693125	11.0686861	11.7509093	11.08377167	11.01884416	11.78372983	11.4327322	11.31632665	11.64665428	10.98598159	10.82987962
ADAM19	7.51731683007017	7.06432726972749	7.42870978429057	7.17065636939485	7.50017989729675	7.35680906646185	7.5125689750957	7.42277919304349	7.20278350259655	7.6056916490157	7.53957268953906	7.06029428483512	7.70741505513366	7.25765474681841	7.60219018791505	7.47641500874511	7.45437447271934	7.24519876573909	7.40225844057101	7.33259298390154	7.26164053597298	7.30968104837337	7.59481939704363	7.56047824512634	7.34536556084104	7.45606430874446	7.72734153580512	6.83093704557711	7.53091672207548	7.25998038787623	7.08719636692047	7.52698950420382	7.29973724978853	7.6259676727056	7.3124384364663	7.79399712402403	7.44913932264841	7.23204091592656	7.22205056949761	7.27353630413301	7.53662170629634	7.35167743738019	7.42534750966786	7.37843998010434	7.68758472753108	7.45657824681013	7.60300422017226	7.31836874851214	7.43397788547205	7.59150780408082	7.45432859648266	7.35970255993831	7.21516149986082	7.43658524594837	7.36147684770538	7.48035866335489	7.49006503501779	7.23687189467266	7.09786042594994	7.56389292376161	7.5229193014187	7.47578168942217	7.24636765797755	7.48014331591572	6.82481990781184	7.15916397843114	7.74730741180027	7.43844823530119	7.37579356448381	7.40896446965549	7.55252266372162	7.04241850934866	7.32459953642807	7.22580352711734	7.63149847459115	7.31787932679995	7.33496927669475	7.29307589544377	7.28388626091665	6.36478755086984	7.49021307547813	7.59857202069463	7.45190644241502	7.6237687709447	7.47592230663003	6.96576080477336	7.77856805932854	7.25699088784803	7.36252473570583	7.42996463324755	7.07876387083357	7.3628103785	7.3310362035	7.625254359	7.4656156385	7.609457018	7.5235162365	7.6522156385	7.3686414885	7.4293644255	7.0443372975	7.443972012	7.3725138245	7.047628583	7.380372179	7.682696247	7.15341944	7.0839781285	7.676928999	7.6553644805
ADH1B	5.15846901391359	5.54767122339753	5.12039498760625	6.30353783445495	5.59211420033058	5.72763692145827	5.80045178697442	4.989281618354	5.81387676509332	5.52651564716672	6.48525852410995	5.56428908522123	6.5428134285843	6.26999876802992	6.79171931623123	5.14052000676206	5.49059318024739	6.19849232501663	5.15114845808689	4.80451688029365	6.14185585750648	6.1798650986829	6.52787823577169	5.31316882748057	5.19045052671547	5.9605163192826	5.01842284888783	5.09692601183615	6.51455128283081	4.64681185514632	5.93036923347192	5.66981153497514	6.12464069693528	5.2978115534996	6.15269463209009	5.10031937360263	5.96746158232445	5.39278610325824	5.23434723141091	5.50921183206794	5.06989947110946	4.80557724990841	5.36100944739266	4.77020526151713	6.00335238567292	5.45837349099199	5.43309745586786	5.83510919310487	5.86482044116078	5.4509687904465	6.03745237280634	5.50812781806223	5.91229568948438	6.12680289131438	6.09313840143505	5.53229286614124	5.61589169736102	5.78888807160869	5.50849510973941	5.34387369935879	5.25411790449787	5.23655046084909	8.09978863431307	4.98650926148285	5.36729958988471	5.18310529601951	6.10915310395004	5.53432474187512	5.35712644337866	4.75465094272663	5.94141669810788	4.74253911247007	5.31673570109134	5.88365169155059	5.33226678804127	4.75346832786337	5.78907097109852	4.20157245683038	5.45208059457355	5.28219323350768	4.80992919636181	4.36332835725377	5.70089108458266	5.27165963118971	5.29844003301313	5.53843642135643	4.79402500014	5.20326192991515	6.53544033392204	6.89899565038369	4.60884366769969	5.05376293075	5.06925392425	6.83530096775	4.9389220185	5.098355137	5.1488049635	5.1136074965	5.46992271525	4.89697205525	5.083172535	5.40753542525	5.778375794	5.64756055225	5.1140350785	6.3352775685	5.4453450625	5.7633334	5.31236500925	6.3772565785
ADRBK1	8.90366980430276	8.84223249162176	8.8033662967399	8.78628030098523	8.95300177151127	8.7921157543992	8.92217696415666	8.80454641521774	8.6535994955904	8.8484090481996	8.82157795436579	8.77864581116971	8.95057823848987	8.79053964187845	9.0702083487592	8.77911769828757	8.76821034108667	8.75792019325675	8.93863970947898	8.8417910013525	8.64960063875625	8.75178046677762	8.41422217406565	8.80555698101795	8.72887405214014	8.73080257423101	8.83614634454339	8.83177928177133	8.90769536661442	8.92835008008883	8.68959002078948	8.89793879967939	8.63044221129214	8.96378180561289	8.81018399175416	9.07355764753522	8.83279459569808	8.88944668446102	8.88587721356566	8.93663029146379	8.88733827010036	8.9721716444021	8.85165349333787	8.7422365075604	8.78523849166622	8.87676938089252	9.1080485526755	8.72274835962229	8.88287088295979	8.81445627931754	8.80300096703786	8.55064735032494	8.92900675306375	8.77201424524786	8.7009606440623	8.47880335623578	8.66500432111966	8.96832909654685	9.00750088418903	8.80023125360728	8.80524434496083	8.40064001000165	8.6144269209058	8.79960310881041	8.87939378017581	8.62608922456504	8.56152647870818	8.62699154960249	8.67354839002093	8.83007021648838	8.73914580529631	8.72668364112836	8.78669788484094	8.61626820831619	8.85938226312938	8.64499678614369	8.58126556592835	8.66546871534494	8.73700211493482	8.76495972508278	8.56504592366378	8.48681587769417	8.59989928604554	8.73182119922125	8.65329512259039	9.29192715280074	8.78414631141015	8.86575825201512	8.71773302850679	8.66291512034328	8.75544292382585	8.895318619	8.89778127566667	8.745484766	8.95254732333333	8.98837856166667	8.97753569766667	9.13630265166667	8.80414300466667	8.754346436	8.54481373533333	8.67689319833333	8.88180423666667	8.91317486833333	8.74009336366667	8.64946040433333	8.744902815	8.728554782	8.71691124966667	8.63779924633333
